Name,Fertility,Photoperiod,Temperature,Rainfall,pH,Light_Hours,Light_Intensity,Rh,Nitrogen,Phosphorus,Potassium,Category_pH,Soil_Type,Season
Eggplants,High,Short Day Period,24.40237435,1356.065955,6.810609796,9.351852789,613.8122632,53.97396584,146.5499817,154.8204263,231.2901944,neutral,Sandy Loam,Summer
Cauliflowers,High,Short Day Period,14.82259483,763.21555,6.650826778,7.735458151,454.1046385,56.27124147,148.8284222,91.26200928,192.100121,neutral,Sandy Clay Loam,Winter
Endive,High,Day Neutral,16.86541027,1149.026284,7.952953046,13.62503907,265.4247728,54.53964573,51.66438849,117.6343364,138.448826,alkaline,Loam,Winter
Strawberry,Moderate,Day Neutral,18.29616383,769.4600859,6.19494862,13.107202,475.0297524,90.63299906,155.7062639,129.7885988,243.9197139,slightly_acidic,Loam,Winter
Spinach,High,Short Day Period,15.47005939,1000.102825,7.252320551,13.84198979,202.6855463,56.62207564,111.6812375,58.23952282,58.77145702,neutral,Sandy Loam,Summer
Green Peas,High,Short Day Period,21.54267657,988.9086304,6.447848638,7.5472279,163.8455393,64.29459918,154.0196226,51.54326971,123.2734342,slightly_acidic,Sandy,Spring
Chilli Peppers,Moderate,Short Day Period,21.53576457,580.4452863,5.818168422,10.17593098,413.0910722,73.68087162,332.8524577,149.5508046,493.6841159,moderately_acidic,Sandy Clay Loam,Summer
Kale,High,Day Neutral,17.82978054,416.8219203,5.720326871,10.30603579,79.43557375,89.84562597,162.6877707,56.33262415,130.7593995,moderately_acidic,Loam,Spring
Potatoes,Moderate,Short Day Period,17.56808299,679.4482807,5.581773416,6.66312914,349.8784541,64.92965613,217.9394668,71.76636226,140.9671709,moderately_acidic,Loam,Fall
Chilli Peppers,Moderate,Short Day Period,27.93037323,1150.173284,6.321075086,11.8881663,541.173352,72.62762877,350.7252761,145.640659,460.2310478,slightly_acidic,Sandy Loam,Summer
Grapes,Moderate,Short Day Period,23.10508613,895.2144957,7.106508549,12.05287644,680.0486626,91.81437587,145.7033273,61.67996518,127.8570066,neutral,Loam,Summer
Beet,High,Day Neutral,18.971684,688.5928511,6.288476082,5.807636016,105.0778522,99.43658752,104.9973222,162.7840958,98.48574819,slightly_acidic,Sandy Loam,Fall
Cress,High,Day Neutral,18.6048372,1125.57896,6.769584669,11.81572762,381.4489675,46.40644416,98.90806861,115.9171153,124.5317337,neutral,Sandy Clay Loam,Spring
Cucumbers,High,Short Day Period,26.97433003,1084.800094,6.621181535,9.284769082,600.373962,70.63429938,47.55893272,39.15592742,82.48090629,neutral,Sandy Loam,Spring
Arugula,Moderate,Short Day Period,19.62474124,606.2828685,7.300827371,11.34968323,199.5790024,36.84756548,157.5501602,332.3824093,159.9539812,alkaline,Sandy Loam,Spring
Watermelon,High,Short Day Period,39.04299888,682.756272,6.264051975,7.233425449,326.0225284,90.00783924,93.53988081,45.58838756,47.9918364,slightly_acidic,Sandy Clay Loam,Summer
Green Peas,Moderate,Short Day Period,17.11101887,937.8250758,5.861554988,6.345820098,237.4233274,67.15344718,129.370569,39.20505079,127.8236074,moderately_acidic,Sandy,Summer
Cabbage,High,Short Day Period,21.37966598,823.7401474,7.416292953,6.584631479,484.6410104,77.02906184,129.2261361,53.37076851,195.0373622,alkaline,Loam,Summer
Cabbage,High,Day Neutral,17.64467362,744.7833011,7.557082632,6.489666744,439.2174188,83.19731973,155.7890111,67.70894264,191.8016084,alkaline,Clay Loam,Summer
Broccoli,High,Short Day Period,18.42888546,797.3255745,6.280870551,6.061052224,613.5690745,51.31925413,108.3288446,101.4332938,159.127073,slightly_acidic,Loam,Summer
Cucumbers,High,Day Neutral,24.91543131,997.2721513,6.393269966,9.266177045,526.7887292,84.18237399,49.697432,17.69599916,74.55217719,slightly_acidic,Sandy Loam,Spring
Chilli Peppers,Moderate,Short Day Period,20.34562918,816.4715515,5.737905604,11.38718425,689.6953921,77.08094083,398.4744782,145.8184745,574.251665,moderately_acidic,Loam,Spring
Eggplants,Moderate,Day Neutral,24.99092038,1408.260843,6.451635943,8.862947582,304.1328986,52.13705247,144.1821459,155.8281533,228.3227002,slightly_acidic,Loam,Spring
Tomatoes,High,Short Day Period,27.03097583,392.8780727,6.376842253,6.555696806,487.654977,54.02468797,125.7263573,141.9666586,361.8522415,slightly_acidic,Sandy Loam,Summer
Chard,High,Short Day Period,16.87513026,718.8981334,6.724461728,13.4099641,904.4419413,45.40930208,127.4965293,277.081679,382.6634708,neutral,Loam,Spring
Cauliflowers,High,Day Neutral,11.3644823,860.3097376,6.147683701,8.195129564,352.8210398,60.66283432,163.0744796,64.98766387,183.5191855,slightly_acidic,Sandy Clay Loam,Winter
Beet,High,Short Day Period,17.09998531,761.5281176,5.889592638,6.375613075,135.8228761,99.28511983,122.7618556,167.0357231,136.3560445,moderately_acidic,Sandy Loam,Spring
Chard,High,Short Day Period,21.67229031,731.5572707,6.343798647,13.0317796,915.8497459,45.34300195,140.137362,339.321613,229.5094445,slightly_acidic,Loam,Spring
Kale,High,Short Day Period,18.98041149,676.3744956,5.68390623,8.938672504,75.09351296,90.07504258,175.9574884,64.75430767,130.4903706,moderately_acidic,Sandy Clay Loam,Summer
Strawberry,Moderate,Short Day Period,12.47925587,722.7818667,6.074839999,12.36135536,489.6596267,92.50235243,175.9379003,123.7883318,239.1451952,slightly_acidic,Sandy Loam,Spring
Arugula,High,Short Day Period,20.95333506,676.2734929,7.637778236,11.22029254,264.5696396,33.51186467,151.0719014,353.4495342,157.2856124,alkaline,Loam,Fall
Potatoes,Moderate,Short Day Period,19.72902888,642.142355,6.332023478,7.021100331,396.0735508,62.96690569,227.3258776,93.18418488,201.6623081,slightly_acidic,Sandy Clay Loam,Fall
Arugula,Moderate,Day Neutral,19.67175727,643.568756,7.196315987,11.21233742,203.3591074,37.14020769,158.9498325,346.238307,170.9732702,neutral,Loam,Summer
Chard,High,Short Day Period,20.9530536,694.5062772,6.527719882,13.17655359,971.9589999,47.55751926,111.544186,213.2443459,329.6978404,neutral,Clay Loam,Winter
Broccoli,High,Short Day Period,18.72861524,674.3427503,6.291937871,7.920988886,331.3339953,57.75327783,106.9157698,93.94354217,152.2434934,slightly_acidic,Silt Loam,Spring
Cress,High,Day Neutral,16.98938365,977.201319,6.794347338,10.12880202,132.473632,45.05940257,102.07849,77.23649381,132.3387739,neutral,Silt Loam,Spring
Cress,High,Short Day Period,18.33093611,1075.836024,6.610187034,11.73037001,263.8988045,45.19419875,105.5693904,121.8143208,95.23741529,neutral,Sandy Clay Loam,Fall
Radicchio,Moderate,Short Day Period,25.62247372,1565.790617,6.604459222,6.744579201,169.2287192,93.6719973,131.5211915,45.80100077,89.8605684,neutral,Loam,Summer
Green Peas,Moderate,Day Neutral,19.96187306,1012.998253,6.753286741,7.682036221,261.1954195,63.04580396,145.6939321,50.73710982,116.1793932,neutral,Silt Loam,Spring
Asparagus,Moderate,Short Day Period,22.2049359,1042.664367,6.284907561,9.552923898,266.2222046,52.08888134,148.7870648,99.96225649,139.6300735,slightly_acidic,Loam,Spring
Radicchio,Moderate,Short Day Period,32.07801467,2012.170507,7.162127449,5.951882748,394.3161831,90.95676836,133.0343218,40.78399217,83.138287,neutral,Loam,Spring
Cauliflowers,Moderate,Short Day Period,19.94322654,856.5346735,6.448046644,7.389445988,82.277289,58.59816893,149.0210355,65.46646481,187.0851557,slightly_acidic,Sandy Loam,Spring
Green Peas,Moderate,Short Day Period,15.07628077,1063.656858,5.895526022,6.21884262,256.0984293,69.51592407,165.7254226,38.28713706,110.5443227,moderately_acidic,Sandy,Spring
Asparagus,High,Short Day Period,27.35770725,1113.430743,6.486636896,9.79011063,297.3942659,54.8889172,155.3878976,82.56424912,193.2421286,slightly_acidic,Sandy Loam,Fall
Beet,High,Short Day Period,18.74646616,573.6233052,6.561183951,6.479337125,119.3918555,98.34238123,144.0927997,165.6812589,95.51545077,neutral,Sandy Loam,Summer
Endive,High,Short Day Period,22.0391949,1434.198446,7.644193376,13.70427623,281.8180262,44.3981025,50.69750476,163.1296865,222.4802856,alkaline,Loam,Fall
Watermelon,High,Short Day Period,32.49535072,604.1048772,6.728851076,7.554168191,279.5641206,90.06553753,95.87432476,38.22900292,47.12692173,neutral,Sandy Clay Loam,Spring
Potatoes,Moderate,Day Neutral,19.14115556,642.4100169,5.662467645,6.916282557,520.7791229,63.66570857,224.8403349,94.34789656,260.9589659,moderately_acidic,Sandy Clay Loam,Fall
Grapes,High,Short Day Period,26.73622479,746.437223,6.520852385,12.29236742,669.47224,92.33257819,160.9491231,70.30143426,159.840591,neutral,Loam,Fall
Asparagus,Moderate,Day Neutral,15.04058087,958.8058758,6.022110628,8.971568699,484.4774248,47.6366878,144.5352887,90.59250129,187.9992899,slightly_acidic,Silt Loam,Spring
Tomatoes,Moderate,Short Day Period,25.65626735,575.0463331,5.925883048,7.129487329,668.075883,52.64088113,134.2925908,153.3749104,308.3972466,moderately_acidic,Sandy Loam,Spring
Potatoes,Moderate,Short Day Period,24.4813066,577.2566639,5.396224845,7.143213609,393.6801112,74.72228389,216.8963259,76.1050737,132.0355828,strongly_acidic,Sandy Loam,Fall
Strawberry,Moderate,Day Neutral,12.75422401,798.8871952,7.068062793,12.61227748,676.0271335,95.16162644,157.5929344,121.0000104,242.909889,neutral,Clay Loam,Summer
Beet,High,Short Day Period,24.03729863,769.0044533,6.064760444,6.371755164,114.7542009,98.8606246,135.775568,155.3260728,105.407981,slightly_acidic,Sandy Loam,Spring
Eggplants,Moderate,Short Day Period,23.07242278,1524.287423,6.261167148,9.236323728,724.0555371,54.30473563,148.3165362,155.2204486,201.7530855,slightly_acidic,Sandy Loam,Fall
Arugula,Moderate,Short Day Period,22.25214537,713.7999083,7.682185038,12.09815902,270.3002172,39.03690038,152.9442619,331.6932987,166.7263413,alkaline,Loam,Spring
Potatoes,Moderate,Short Day Period,23.94773396,643.4424597,5.527611864,6.439933064,378.0201118,72.85898521,247.4352614,47.97006309,179.2325114,moderately_acidic,Sandy Clay Loam,Fall
Beet,High,Short Day Period,15.91009094,746.9265823,6.554305944,6.354356067,102.4683814,97.81146291,141.2174525,172.0481379,103.2621363,neutral,Sandy Loam,Fall
Eggplants,High,Short Day Period,26.54784958,1604.814057,6.162321786,8.429448159,549.7289506,57.05253571,144.6106367,156.8644923,229.4542513,slightly_acidic,Sandy Loam,Fall
Strawberry,Moderate,Day Neutral,18.6748114,732.5456479,6.877386092,12.00349631,541.6767027,91.16808862,154.8559335,126.3277728,233.8960456,neutral,Loam,Summer
Radicchio,Moderate,Short Day Period,25.99986995,2217.009244,6.532914766,7.042516974,137.4133674,91.32151193,125.67783,41.02981304,82.73461959,neutral,Loam,Fall
Strawberry,Moderate,Short Day Period,20.83030028,733.5946039,6.685424823,13.25870293,492.827092,90.58106584,160.4789888,122.2880734,236.6578118,neutral,Loam,Summer
Broccoli,High,Short Day Period,20.80514135,835.6617846,5.988309652,6.938201923,388.3823636,55.41048924,113.3239973,111.0354548,132.7577041,moderately_acidic,Loam,Fall
Arugula,High,Day Neutral,22.21722364,865.8734062,7.877918769,10.82333823,216.9477706,32.27569893,159.5089301,338.8825633,157.4181853,alkaline,Loam,Summer
Green Peas,Moderate,Short Day Period,13.75776828,1056.997007,5.914926137,6.616269267,366.7297775,58.41464549,133.1929019,44.35655889,118.3486204,moderately_acidic,Sandy,Fall
Cucumbers,High,Short Day Period,33.13907963,1031.883323,7.253738436,8.125240382,546.4771584,73.55982572,48.37023603,23.17562075,72.11311836,neutral,Sandy Loam,Spring
Cauliflowers,High,Day Neutral,16.25653511,976.9264077,6.671793459,7.060425229,405.6119419,55.34844919,142.7220086,103.8165314,191.891125,neutral,Loam,Winter
Tomatoes,High,Short Day Period,25.96729912,551.9198076,5.544046935,7.103897577,358.6021056,59.59260487,126.6309705,164.9705065,308.206458,moderately_acidic,Sandy Clay Loam,Summer
Lettuce,High,Day Neutral,18.51542844,1271.465977,6.448556947,11.86893568,482.7504511,48.76188676,137.2767788,41.07664806,240.8304149,slightly_acidic,Sandy Loam,Spring
Beet,High,Short Day Period,20.32218992,805.4934294,6.358565652,6.507017721,128.2334117,97.74569799,127.8255609,166.5167958,101.8712264,slightly_acidic,Sandy Clay Loam,Winter
Radicchio,High,Short Day Period,24.79570966,1799.371821,6.91253082,5.333926428,243.7804216,96.68169221,141.185981,39.90784828,78.89221042,neutral,Loam,Spring
Strawberry,High,Day Neutral,16.85919398,951.3551673,6.655415849,13.38043608,476.5774214,95.68952345,172.0411685,117.1878042,234.9786251,neutral,Loam,Winter
Cucumbers,High,Short Day Period,21.71853044,1104.004911,7.372514395,8.768387345,632.5987608,79.29099535,47.86507686,31.19007899,69.37655988,alkaline,Sandy Loam,Winter
Broccoli,High,Short Day Period,19.53991089,863.9198909,6.323932898,7.8290258,314.7491034,57.78921482,106.3343337,110.7720622,170.6958905,slightly_acidic,Loam,Spring
Chard,High,Short Day Period,25.01100721,609.6770741,6.587886233,12.69622975,935.1579829,43.22695228,124.6216854,208.9464171,349.4018908,neutral,Sandy Loam,Fall
Tomatoes,High,Short Day Period,20.66969605,504.5858954,6.244039742,7.633534083,397.6182398,53.86884915,152.190557,153.9248739,286.7423302,slightly_acidic,Sandy Loam,Spring
Radicchio,High,Short Day Period,33.47992962,2486.576002,6.112871402,6.005106828,280.1970714,91.81742298,138.2337671,43.52647522,76.00310381,slightly_acidic,Loam,Winter
Endive,High,Day Neutral,18.78994461,1378.332496,7.347105028,13.90000451,233.0603346,51.37796843,50.04764799,147.7212326,193.7331127,alkaline,Loam,Fall
Lettuce,Moderate,Day Neutral,14.30863399,1321.638325,6.238804565,14.3049736,460.1432252,55.08791995,138.9824629,41.9482096,226.2708385,slightly_acidic,Loam,Summer
Cucumbers,High,Short Day Period,23.06710488,1096.370197,7.771315559,7.934944522,543.3601299,68.90631622,48.95924128,29.11233036,64.90542188,alkaline,Sandy Loam,Spring
Cauliflowers,High,Short Day Period,13.2827555,848.2892871,6.463537826,7.168030216,501.0567803,52.26376996,130.793584,87.91359458,178.5862749,slightly_acidic,Loam,Winter
Kale,High,Short Day Period,16.80347417,148.1237965,5.876872682,8.570404847,84.61788183,97.42569697,175.732673,54.41859033,122.9225148,moderately_acidic,Loam,Fall
Beet,High,Short Day Period,18.49663717,715.2783169,6.757021846,6.958186633,134.8038717,100,111.5835783,162.2841573,94.96215567,neutral,Silt Loam,Fall
Strawberry,Moderate,Short Day Period,16.74110203,850.7844139,6.732046633,13.33701938,467.264119,93.58677351,176.6016916,124.3136826,243.1789633,neutral,Loam,Spring
Chilli Peppers,High,Short Day Period,20.43472306,1176.385737,6.31567718,9.783453116,794.8420864,80.44416589,351.6790229,143.8807521,532.8084635,slightly_acidic,Loam,Fall
Cauliflowers,Moderate,Short Day Period,13.33496507,849.9324873,6.685168564,6.892775764,318.7547274,52.58397644,135.9649803,75.98876849,188.4066687,neutral,Loam,Winter
Tomatoes,High,Short Day Period,20.43755185,469.0627775,5.875494166,6.753466981,664.6808963,58.1919987,134.9428053,168.5884887,320.8664958,moderately_acidic,Sandy Loam,Fall
Arugula,Moderate,Day Neutral,24.15600012,677.0779244,7.176989718,10.80035533,351.4116302,33.62079713,161.5396233,337.0615566,157.0265827,neutral,Loam,Spring
Endive,High,Day Neutral,17.15167191,1293.591407,6.770843711,13.81529339,213.6385287,40.90194747,53.76578387,100.6137465,147.0542058,neutral,Loam,Spring
Broccoli,High,Short Day Period,19.98188064,433.1157852,6.490144938,6.989007657,417.4932233,54.13021233,121.5055544,93.60652455,144.2685397,slightly_acidic,Loam,Summer
Lettuce,High,Day Neutral,15.35090527,1456.557236,6.609221333,16.08879135,472.8637066,51.58067363,138.8646734,50.65696423,228.1329178,neutral,Loam,Fall
Cabbage,High,Short Day Period,20.29296765,892.2032159,6.52272763,7.970333618,399.9849726,70.57885658,138.0622069,67.5602259,196.0867788,neutral,Loam,Fall
Radicchio,Moderate,Short Day Period,23.72504685,1802.644419,5.943017836,5.251188182,119.2736664,92.58763098,124.1617295,43.93023817,95.4536574,moderately_acidic,Loam,Spring
Kale,High,Short Day Period,22.65191769,708.7750397,5.547058281,10.32156757,76.7387513,93.34536943,197.7025369,61.12397417,111.6426432,moderately_acidic,Silt Loam,Summer
Tomatoes,High,Short Day Period,24.14649534,584.7239479,6.176049869,7.374373078,611.7868062,54.70557851,135.792369,177.2601703,336.7986954,slightly_acidic,Sandy Loam,Winter
Spinach,High,Short Day Period,19.79704314,937.5814189,6.962729331,12.54389753,217.3297431,48.50671699,105.4280847,69.08920415,62.64231198,neutral,Sandy Loam,Spring
Tomatoes,High,Short Day Period,24.72938751,494.0265012,5.969572302,6.186463405,531.5476849,59.6909641,141.5279291,168.925322,280.5383405,moderately_acidic,Sandy Loam,Summer
Strawberry,Moderate,Day Neutral,17.29653468,801.9023094,6.432802298,13.29797988,463.4357543,92.82162814,170.7459069,129.5675804,232.0900674,slightly_acidic,Loam,Fall
Grapes,Moderate,Day Neutral,21.84659371,847.4914806,7.080505544,13.24812843,531.2775948,93.56192405,141.1480579,47.25369214,154.9223973,neutral,Loam,Spring
Watermelon,High,Short Day Period,34.14519094,698.4466446,6.60489695,7.351610992,294.3617424,89.74775731,91.42846857,46.90346423,34.40959575,neutral,Sandy Loam,Spring
Grapes,High,Short Day Period,18.1316866,771.3341382,6.837372325,12.35519913,648.0420424,90.97350497,133.468507,62.81077737,145.7199326,neutral,Loam,Fall
Grapes,Moderate,Short Day Period,21.08395442,662.5663049,6.534016505,13.78067837,687.6588855,92.06614941,147.2854472,67.88769414,134.4790175,neutral,Sandy Clay Loam,Fall
Strawberry,Moderate,Day Neutral,14.39790053,843.8921672,6.14275763,12.02497269,457.2921556,90.42961853,170.8630878,123.6698284,234.8272874,slightly_acidic,Loam,Fall
Watermelon,High,Short Day Period,34.96566626,592.7358838,6.478226314,6.41399509,266.0004542,89.57890295,85.23565426,50.84331053,48.77849005,slightly_acidic,Sandy Loam,Summer
Cucumbers,High,Short Day Period,22.91421527,1113.656087,6.787429816,8.738413421,537.7308574,64.31939664,49.24103913,34.76396051,71.69938037,neutral,Sandy Loam,Spring
Endive,Moderate,Day Neutral,22.10303594,1260.206318,7.373053046,12.85740227,317.5858854,52.72368676,52.73872028,122.7995308,127.9200577,alkaline,Loam,Spring
Spinach,High,Short Day Period,15.94445462,837.525831,6.43388228,10.85886114,226.7324218,60.95713279,112.3076521,66.98636938,56.92185102,slightly_acidic,Sandy Loam,Fall
Tomatoes,High,Short Day Period,26.91377116,616.5685129,5.643470799,6.124870044,326.6770718,57.63843988,150.2740867,180.7104416,318.010149,moderately_acidic,Sandy Loam,Summer
Cucumbers,Moderate,Day Neutral,22.56577033,1107.854508,7.03881087,8.736298967,747.2210224,66.46133178,48.03528875,22.95213386,74.3484375,neutral,Sandy Loam,Summer
